Diet	Korean	Korean	Korean	Korean	Korean	Korean	Western	Western	Western	Western	Western	Western
Streptomyces sp. BR1	0	0	0	0	0	0	0	0	48	106	0	0
Streptomyces citrinus	0	0	0	0	0	0	0	0	50	43	11	0
Streptomyces avermitilis	0	0	0	0	0	0	0	0	49	15	13	0
Streptomyces armeniacus	0	0	0	0	0	0	0	0	14	0	0	0
Streptomyces phaeochromogenes	0	0	0	0	0	0	0	0	56	0	0	0
Corynebacterium pyruviciproducens	0	0	0	0	0	0	0	0	58	26	14	0
Corynebacterium renale	0	0	0	0	0	0	0	0	7	0	0	0
Mycolicibacterium septicum	0	0	0	0	0	0	0	0	15	0	0	0
Nocardia sp. NBC_01327	0	0	0	0	0	0	0	0	29	46	0	0
Nocardia sp. CA-151230	0	0	0	0	0	0	0	0	7	0	12	0
Gordonia sp. NB41Y	0	0	0	0	0	0	0	0	11	40	0	0
Lentzea sp. HUAS TT2	0	0	0	0	0	0	0	0	155	92	0	0
Pseudonocardia sp. HH130630-07	0	0	0	0	0	0	0	0	30	21	0	0
Krasilnikovia sp. MM14-A1004	0	0	0	0	0	0	0	0	39	78	6	0
Candidatus Planktophila dulcis	0	0	0	0	0	0	0	0	80	17	0	0
Cutibacterium granulosum	0	0	0	0	0	0	0	0	18	30	0	0
Actinopolymorpha singaporensis	0	0	0	0	0	0	0	0	14	0	0	7
Nonomuraea fuscirosea	0	0	0	0	0	0	0	0	22	38	0	6
Stackebrandtia nassauensis	0	0	0	0	0	0	0	0	5	5	0	7
Nostoc sp. PCC 7107	0	0	0	0	0	0	0	0	316	74	0	0
Nostoc sp. MS1	0	0	0	0	0	0	0	0	11	0	0	0
Nostoc piscinale	0	0	0	0	0	0	0	0	12	0	0	0
Gloeothece citriformis	0	0	0	0	0	0	0	0	63	66	7	15
Cyanobacterium sp. uoEpiScrs1	0	0	0	0	0	0	0	0	22	0	0	0
Euhalothece natronophila	0	0	0	0	0	0	0	0	5	0	0	0
Planktothricoides raciborskii	0	0	0	0	0	0	0	0	18	0	0	0
Microcoleus vaginatus	0	0	0	0	0	0	0	0	6	5	0	0
Synechococcus sp. PCC 7336	0	0	0	0	0	0	0	0	90	78	0	0
Synechococcus sp. PCC 7502	0	0	0	0	0	0	0	0	30	0	0	0
Synechococcus elongatus	0	0	0	0	0	0	0	0	6	0	0	14
Prochlorococcus sp. MIT 1300	0	0	0	0	0	0	0	0	33	0	0	0
Synechocystis sp. PCC 7339	0	0	0	0	0	0	0	0	7	15	0	0
Pseudanabaena mucicola	0	0	0	0	0	0	0	0	14	8	0	6
Mycoplasma mycoides	0	0	0	0	0	0	0	0	27	0	0	0
Mesoplasma florum	0	0	0	0	0	0	0	0	56	0	0	0
Mesoplasma melaleucae	0	0	0	0	0	0	0	0	25	9	0	0
Spiroplasma endosymbiont of Diplazon laetatorius	0	0	0	0	0	0	0	0	11	0	0	0
Spiroplasma endosymbiont of Crioceris asparagi	0	0	0	0	0	0	0	0	9	18	0	0
Spiroplasma endosymbiont of Polydrusus pterygomalis	0	0	0	0	0	0	0	0	8	0	0	0
Mycoplasmopsis bovigenitalium	0	0	0	0	0	0	0	0	38	0	0	0
Mycoplasmopsis bovis	0	0	0	0	0	0	0	0	19	0	0	0
Ktedonosporobacter rubrisoli	0	0	0	0	0	0	0	0	9	6	6	0
Aminomonas paucivorans	0	0	0	0	0	0	0	0	14	0	20	0
Dissulfurimicrobium hydrothermale	0	0	0	0	0	0	0	0	46	41	0	0
Haloferax sp. S1W	0	0	0	0	0	0	0	0	62	34	0	0
Haladaptatus salinisoli	0	0	0	0	0	0	0	0	27	49	0	0
Pyrobaculum neutrophilum	0	0	0	0	0	0	0	0	7	19	0	0
Candidatus Nitrosocosmicus franklandianus	0	0	0	0	0	0	0	0	5	11	0	0
Pamirivirus faecium	0	0	0	0	0	0	0	0	32	10	0	0
Flavobacterium sp. ZE23DGlu08	0	0	0	0	0	0	0	0	0	25	0	0
Flavobacterium sp. B183	0	0	0	0	0	0	0	0	0	19	0	0
Flavobacterium sp. M31R6	0	0	0	0	0	0	0	0	0	6	0	0
Flavobacterium branchiophilum	0	0	0	0	0	0	0	0	0	7	0	22
Flavobacterium ammonificans	0	0	0	0	0	0	0	0	0	5	0	0
Flagellimonas sp. HMM57	0	0	0	0	0	0	0	0	0	5	0	0
Capnocytophaga canis	0	0	0	0	0	0	0	0	0	20	0	0
Gramella sp. MAR_2010_147	0	0	0	0	0	0	0	0	0	6	0	0
Winogradskyella schleiferi	0	0	0	0	0	0	0	0	0	9	0	0
Nonlabens sp. SY33080	0	0	0	0	0	0	0	0	0	14	0	0
Nonlabens ulvanivorans	0	0	0	0	0	0	0	0	0	5	0	0
Zunongwangia profunda	0	0	0	0	0	0	0	0	0	5	0	0
Chryseobacterium sp. MEBOG06	0	0	0	0	0	0	0	0	0	7	0	0
Chryseobacterium sp. POL2	0	0	0	0	0	0	0	0	0	6	0	0
Chryseobacterium scophthalmum	0	0	0	0	0	0	0	0	0	17	0	0
Elizabethkingia sp. JS20170427COW	0	0	0	0	0	0	0	0	0	11	0	8
Cruoricaptor ignavus	0	0	0	0	0	0	0	0	0	12	11	0
Sanyastnella coralliicola	0	0	0	0	0	0	0	0	0	7	0	0
Hymenobacter taeanensis	0	0	0	0	0	0	0	0	0	106	0	0
Pontibacter akesuensis	0	0	0	0	0	0	0	0	0	11	0	0
Spirosoma sp. SC4-14	0	0	0	0	0	0	0	0	0	32	0	0
Spirosoma oryzicola	0	0	0	0	0	0	0	0	0	9	0	0
Algoriphagus halophytocola	0	0	0	0	0	0	0	0	0	11	0	0
Echinicola rosea	0	0	0	0	0	0	0	0	0	8	0	0
Echinicola marina	0	0	0	0	0	0	0	0	0	7	0	0
Dyadobacter chenwenxiniae	0	0	0	0	0	0	0	0	0	6	21	46
Larkinella insperata	0	0	0	0	0	0	0	0	0	6	0	0
Fulvivirga ligni	0	0	0	0	0	0	0	0	0	5	0	0
Bernardetia sp. OM2101	0	0	0	0	0	0	0	0	0	13	0	11
Fulvitalea axinellae	0	0	0	0	0	0	0	0	0	7	0	6
Roseivirga spongicola	0	0	0	0	0	0	0	0	0	12	0	0
Mucilaginibacter sp. R-33	0	0	0	0	0	0	0	0	0	93	0	0
Mucilaginibacter sp. McL0603	0	0	0	0	0	0	0	0	0	6	0	0
Mucilaginibacter gotjawali	0	0	0	0	0	0	0	0	0	13	0	31
Sphingobacterium sp. Lzh-3	0	0	0	0	0	0	0	0	0	26	0	0
Sphingobacterium lactis	0	0	0	0	0	0	0	0	0	8	0	0
Sphingobacterium psychroaquaticum	0	0	0	0	0	0	0	0	0	6	0	0
Sphingobacterium paramultivorum	0	0	0	0	0	0	0	0	0	8	0	0
Pedobacter sp. KBS0701	0	0	0	0	0	0	0	0	0	58	0	0
Pedobacter ginsengisoli	0	0	0	0	0	0	0	0	0	11	0	5
Pedobacter mucosus	0	0	0	0	0	0	0	0	0	10	0	0
Chitinophaga sp. HK235	0	0	0	0	0	0	0	0	0	15	0	0
Chitinophaga caeni	0	0	0	0	0	0	0	0	0	6	0	0
Salinibacter ruber	0	0	0	0	0	0	0	0	0	36	23	0
Aeromonas dhakensis	0	0	0	0	0	0	0	0	0	17	12	0
Pseudaeromonas aegiceratis	0	0	0	0	0	0	0	0	0	6	0	0
Citrobacter werkmanii	0	0	0	0	0	0	0	0	0	19	0	0
Pantoea cypripedii	0	0	0	0	0	0	0	0	0	17	0	0
Serratia marcescens	0	0	0	0	0	0	0	0	0	109	0	36
Serratia proteamaculans	0	0	0	0	0	0	0	0	0	10	0	0
Rouxiella chamberiensis	0	0	0	0	0	0	0	0	0	9	0	0
Xenorhabdus budapestensis	0	0	0	0	0	0	0	0	0	23	0	0
Photorhabdus sp. SF281	0	0	0	0	0	0	0	0	0	6	0	0
Actinobacillus equuli	0	0	0	0	0	0	0	0	0	39	0	9
Aggregatibacter actinomycetemcomitans	0	0	0	0	0	0	0	0	0	7	0	130
Shewanella spartinae	0	0	0	0	0	0	0	0	0	100	0	0
Thalassotalea sp. HSM 43	0	0	0	0	0	0	0	0	0	5	0	0
Colwellia sp. Arc7-635	0	0	0	0	0	0	0	0	0	9	0	0
Alteromonas macleodii	0	0	0	0	0	0	0	0	0	10	0	0
Pseudoalteromonas ruthenica	0	0	0	0	0	0	0	0	0	71	7	8
Idiomarina sp. PL1-037	0	0	0	0	0	0	0	0	0	100	0	0
Psychromonas sp. GE-S-Ul-11	0	0	0	0	0	0	0	0	0	11	0	0
Psychromonas sp. KJ10-2	0	0	0	0	0	0	0	0	0	8	0	0
Vibrio sp. JC009	0	0	0	0	0	0	0	0	0	15	0	0
Vibrio iocasae	0	0	0	0	0	0	0	0	0	12	0	0
Vibrio plantisponsor	0	0	0	0	0	0	0	0	0	15	0	0
Vibrio navarrensis	0	0	0	0	0	0	0	0	0	17	0	0
Vibrio ishigakensis	0	0	0	0	0	0	0	0	0	6	0	0
Vibrio pomeroyi	0	0	0	0	0	0	0	0	0	21	0	0
Photobacterium sp. DA100	0	0	0	0	0	0	0	0	0	7	0	0
Photobacterium phosphoreum	0	0	0	0	0	0	0	0	0	7	0	0
Pseudomonas sp. ADAK18	0	0	0	0	0	0	0	0	0	26	0	0
Pseudomonas sp. FP2196	0	0	0	0	0	0	0	0	0	10	0	0
Pseudomonas sp. N4	0	0	0	0	0	0	0	0	0	9	0	0
Pseudomonas fluorescens	0	0	0	0	0	0	0	0	0	9	0	16
Pseudomonas phenolilytica	0	0	0	0	0	0	0	0	0	32	0	0
Halopseudomonas pelagia	0	0	0	0	0	0	0	0	0	16	0	0
Metapseudomonas lalkuanensis	0	0	0	0	0	0	0	0	0	13	0	0
Acinetobacter junii	0	0	0	0	0	0	0	0	0	39	0	0
Acinetobacter equi	0	0	0	0	0	0	0	0	0	6	0	0
Neptunomonas japonica	0	0	0	0	0	0	0	0	0	5	0	0
Kushneria phosphatilytica	0	0	0	0	0	0	0	0	0	11	0	0
Salinicola sp. LHM	0	0	0	0	0	0	0	0	0	15	0	7
Endozoicomonas sp. 4G	0	0	0	0	0	0	0	0	0	8	0	0
Allohahella sp. A8	0	0	0	0	0	0	0	0	0	45	0	0
Hahella sp. KA22	0	0	0	0	0	0	0	0	0	5	0	0
Hahella chejuensis	0	0	0	0	0	0	0	0	0	5	0	0
Xanthomonas sp. NCPPB 2632	0	0	0	0	0	0	0	0	0	8	0	0
Xanthomonas oryzae	0	0	0	0	0	0	0	0	0	8	0	0
Lysobacter sp. FW306-1B-D06B	0	0	0	0	0	0	0	0	0	10	0	0
Stenotrophomonas aracearum	0	0	0	0	0	0	0	0	0	27	0	0
Stenotrophomonas oahuensis	0	0	0	0	0	0	0	0	0	10	0	0
Pseudoxanthomonas daejeonensis	0	0	0	0	0	0	0	0	0	17	0	0
Thermomonas brevis	0	0	0	0	0	0	0	0	0	15	0	0
Arenimonas daejeonensis	0	0	0	0	0	0	0	0	0	15	0	0
Dyella sp. BiH032	0	0	0	0	0	0	0	0	0	12	13	0
Luteibacter sp. Lutesp34	0	0	0	0	0	0	0	0	0	14	0	0
Luteibacter anthropi	0	0	0	0	0	0	0	0	0	9	0	0
Dokdonella koreensis	0	0	0	0	0	0	0	0	0	8	0	0
Simiduia litorea	0	0	0	0	0	0	0	0	0	8	0	0
Agarilytica rhodophyticola	0	0	0	0	0	0	0	0	0	8	0	0
Congregibacter litoralis	0	0	0	0	0	0	0	0	0	6	0	0
Thiomicrorhabdus xiamenensis	0	0	0	0	0	0	0	0	0	13	0	0
Spiribacter sp. 2438	0	0	0	0	0	0	0	0	0	19	0	0
Spiribacter roseus	0	0	0	0	0	0	0	0	0	9	0	0
Rheinheimera sp. D18	0	0	0	0	0	0	0	0	0	7	0	0
Rheinheimera mangrovi	0	0	0	0	0	0	0	0	0	5	0	0
Thiorhodovibrio frisius	0	0	0	0	0	0	0	0	0	5	0	8
Algiphilus sp.	0	0	0	0	0	0	0	0	0	5	0	0
Methylocaldum szegediense	0	0	0	0	0	0	0	0	0	14	0	0
Methylobacter sp. S3L5C	0	0	0	0	0	0	0	0	0	5	0	0
Fluoribacter dumoffii	0	0	0	0	0	0	0	0	0	5	0	0
Coxiella burnetii	0	0	0	0	0	0	0	0	0	5	0	0
Orbus mooreae	0	0	0	0	0	0	0	0	0	6	0	0
Salinisphaera sp. SPP-AMP-43	0	0	0	0	0	0	0	0	0	7	0	0
Burkholderia ubonensis	0	0	0	0	0	0	0	0	0	49	0	0
Burkholderia ambifaria	0	0	0	0	0	0	0	0	0	36	0	0
Burkholderia seminalis	0	0	0	0	0	0	0	0	0	33	0	0
Paraburkholderia aromaticivorans	0	0	0	0	0	0	0	0	0	11	0	0
Paraburkholderia kururiensis	0	0	0	0	0	0	0	0	0	11	0	0
Cupriavidus necator	0	0	0	0	0	0	0	0	0	49	0	0
Ralstonia sp. 25C	0	0	0	0	0	0	0	0	0	29	0	0
Polynucleobacter sp. MWH-UH19D	0	0	0	0	0	0	0	0	0	16	0	0
Polynucleobacter sp. TSB-Sco08W16	0	0	0	0	0	0	0	0	0	11	0	0
Caballeronia sp. S22	0	0	0	0	0	0	0	0	0	9	0	0
Comamonas thiooxydans	0	0	0	0	0	0	0	0	0	31	0	22
Comamonas serinivorans	0	0	0	0	0	0	0	0	0	10	0	0
Variovorax sp. PBL-H6	0	0	0	0	0	0	0	0	0	32	0	0
Variovorax sp. PBS-H4	0	0	0	0	0	0	0	0	0	18	0	0
Rhodoferax saidenbachensis	0	0	0	0	0	0	0	0	0	12	0	0
Ottowia sp. oral taxon 894	0	0	0	0	0	0	0	0	0	19	0	0
Alicycliphilus soli	0	0	0	0	0	0	0	0	0	40	0	0
Pseudoduganella sp. UC29_71	0	0	0	0	0	0	0	0	0	35	0	0
Herbaspirillum huttiense	0	0	0	0	0	0	0	0	0	31	0	0
Janthinobacterium lividum	0	0	0	0	0	0	0	0	0	36	0	0
Noviherbaspirillum sp. UKPF54	0	0	0	0	0	0	0	0	0	9	0	0
Achromobacter pestifer	0	0	0	0	0	0	0	0	0	39	0	0
Achromobacter denitrificans	0	0	0	0	0	0	0	0	0	26	0	0
Bordetella pseudohinzii	0	0	0	0	0	0	0	0	0	26	0	0
Advenella alkanexedens	0	0	0	0	0	0	0	0	0	10	5	0
Pigmentiphaga litoralis	0	0	0	0	0	0	0	0	0	10	0	0
Roseateles sp. MS654	0	0	0	0	0	0	0	0	0	19	0	0
Roseateles sp. DAIF2	0	0	0	0	0	0	0	0	0	16	0	0
Roseateles amylovorans	0	0	0	0	0	0	0	0	0	9	0	0
Leptothrix cholodnii	0	0	0	0	0	0	0	0	0	14	0	0
Kingella potus	0	0	0	0	0	0	0	0	0	44	0	0
Neisseria canis	0	0	0	0	0	0	0	0	0	13	0	0
Uruburuella suis	0	0	0	0	0	0	0	0	0	12	0	0
Paludibacterium paludis	0	0	0	0	0	0	0	0	0	13	0	0
Ferrigenium kumadai	0	0	0	0	0	0	0	0	0	18	0	0
Sulfuriferula nivalis	0	0	0	0	0	0	0	0	0	17	0	0
Thiobacillus denitrificans	0	0	0	0	0	0	0	0	0	9	0	0
Usitatibacter palustris	0	0	0	0	0	0	0	0	0	7	0	0
Bradyrhizobium sp. CB1717	0	0	0	0	0	0	0	0	0	19	0	0
Afipia carboxydohydrogena	0	0	0	0	0	0	0	0	0	11	0	16
Variibacter gotjawalensis	0	0	0	0	0	0	0	0	0	7	0	0
Rhizobium sp. YTU87027	0	0	0	0	0	0	0	0	0	25	0	0
Rhizobium hidalgonense	0	0	0	0	0	0	0	0	0	22	0	0
Pararhizobium sp. A13	0	0	0	0	0	0	0	0	0	13	0	0
Mesorhizobium sp. B4-1-4	0	0	0	0	0	0	0	0	0	42	0	0
Mesorhizobium sp. 131-2-1	0	0	0	0	0	0	0	0	0	10	0	0
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	0	0	0	0	0	0	0	0	0	19	0	0
Mesorhizobium muleiense	0	0	0	0	0	0	0	0	0	13	0	0
Devosia sp.	0	0	0	0	0	0	0	0	0	7	0	0
Stappia indica	0	0	0	0	0	0	0	0	0	12	0	0
Brucella sp. BE17	0	0	0	0	0	0	0	0	0	21	0	0
Pseudochrobactrum asaccharolyticum	0	0	0	0	0	0	0	0	0	20	0	0
Methylobacterium radiotolerans	0	0	0	0	0	0	0	0	0	14	0	0
Bosea sp. ANAM02	0	0	0	0	0	0	0	0	0	8	0	0
Bosea beijingensis	0	0	0	0	0	0	0	0	0	13	0	0
Aestuariivirga sp.	0	0	0	0	0	0	0	0	0	19	0	0
Candidatus Phaeomarinibacter ectocarpi	0	0	0	0	0	0	0	0	0	6	0	0
Tepidicaulis sp.	0	0	0	0	0	0	0	0	0	6	0	0
Cohaesibacter sp. ES.047	0	0	0	0	0	0	0	0	0	12	0	0
Reyranella sp.	0	0	0	0	0	0	0	0	0	7	0	0
Tritonibacter scottomollicae	0	0	0	0	0	0	0	0	0	11	0	0
Cereibacter azotoformans	0	0	0	0	0	0	0	0	0	11	0	0
Thioclava sp. FR2	0	0	0	0	0	0	0	0	0	6	0	0
Pikeienuella piscinae	0	0	0	0	0	0	0	0	0	7	0	0
Celeribacter ethanolicus	0	0	0	0	0	0	0	0	0	27	0	0
Mameliella sp.	0	0	0	0	0	0	0	0	0	9	0	0
Marinovum algicola	0	0	0	0	0	0	0	0	0	10	0	0
Sagittula stellata	0	0	0	0	0	0	0	0	0	8	0	0
Rhodobacter capsulatus	0	0	0	0	0	0	0	0	0	8	12	15
Azospirillum oryzae	0	0	0	0	0	0	0	0	0	19	0	0
Nitrospirillum viridazoti	0	0	0	0	0	0	0	0	0	8	0	0
Sphingomonas parapaucimobilis	0	0	0	0	0	0	0	0	0	36	0	0
Sphingomonas piscis	0	0	0	0	0	0	0	0	0	23	0	0
Stakelama tenebrarum	0	0	0	0	0	0	0	0	0	7	0	0
Sphingobium sp. YG1	0	0	0	0	0	0	0	0	0	19	0	0
Caenibius sp. WL	0	0	0	0	0	0	0	0	0	5	0	0
Brevundimonas fontaquae	0	0	0	0	0	0	0	0	0	13	0	0
Caulobacter soli	0	0	0	0	0	0	0	0	0	9	0	0
Phenylobacterium montanum	0	0	0	0	0	0	0	0	0	7	0	0
Gluconobacter cerinus	0	0	0	0	0	0	0	0	0	8	0	0
Lichenicola sp.	0	0	0	0	0	0	0	0	0	11	0	0
Parvularcula sp. IMCC14364	0	0	0	0	0	0	0	0	0	5	0	0
Acidithiobacillus sulfuriphilus	0	0	0	0	0	0	0	0	0	6	0	0
Pseudodesulfovibrio portus	0	0	0	0	0	0	0	0	0	5	0	15
Solidesulfovibrio carbinoliphilus	0	0	0	0	0	0	0	0	0	8	0	0
Megalodesulfovibrio gigas	0	0	0	0	0	0	0	0	0	6	0	0
Desulfosarcina variabilis	0	0	0	0	0	0	0	0	0	41	0	0
Thermodesulfatator indicus	0	0	0	0	0	0	0	0	0	5	9	0
Roseimaritima multifibrata	0	0	0	0	0	0	0	0	0	26	0	0
Anatilimnocola aggregata	0	0	0	0	0	0	0	0	0	9	0	0
Bremerella volcania	0	0	0	0	0	0	0	0	0	7	0	0
Aeoliella mucimassa	0	0	0	0	0	0	0	0	0	7	0	0
Engelhardtia mirabilis	0	0	0	0	0	0	0	0	0	29	0	0
Caulifigura coniformis	0	0	0	0	0	0	0	0	0	10	0	0
Oleiharenicola sp. Vm1	0	0	0	0	0	0	0	0	0	5	0	0
Campylobacter sp. CCUG 57310	0	0	0	0	0	0	0	0	0	25	0	0
Borrelia sp. P9F1	0	0	0	0	0	0	0	0	0	15	0	0
Candidatus Haliotispira prima	0	0	0	0	0	0	0	0	0	5	0	0
Leptospira kirschneri	0	0	0	0	0	0	0	0	0	6	0	0
Pyxidicoccus parkwayensis	0	0	0	0	0	0	0	0	0	5	10	0
Cystobacter fuscus	0	0	0	0	0	0	0	0	0	10	8	0
Anaeromyxobacter paludicola	0	0	0	0	0	0	0	0	0	5	0	0
Pendulispora rubella	0	0	0	0	0	0	0	0	0	8	0	0
Chloracidobacterium aggregatum	0	0	0	0	0	0	0	0	0	12	0	0
Edaphobacter sp. 12200R-103	0	0	0	0	0	0	0	0	0	7	0	0
Bdellovibrio sp. HCB209	0	0	0	0	0	0	0	0	0	14	0	0
Bdellovibrio sp. HCB-162	0	0	0	0	0	0	0	0	0	5	0	0
Silvanigrella aquatica	0	0	0	0	0	0	0	0	0	6	0	0
Nitrospira tepida	0	0	0	0	0	0	0	0	0	14	0	0
Candidatus Nitrospira inopinata	0	0	0	0	0	0	0	0	0	7	0	0
Thermodesulfovibrio yellowstonii	0	0	0	0	0	0	0	0	0	8	0	0
Erysipelothrix amsterdamensis	0	0	0	0	0	0	0	0	0	11	0	0
Erysipelothrix inopinata	0	0	0	0	0	0	0	0	0	5	0	0
Selenomonas sp. oral taxon 478	0	0	0	0	0	0	0	0	0	10	0	0
Selenomonas timonae	0	0	0	0	0	0	0	0	0	6	0	0
Streptococcus sp. HJ1	0	0	0	0	0	0	0	0	0	40	0	0
Streptococcus sp. NPS 308	0	0	0	0	0	0	0	0	0	13	0	12
Streptococcus sp. D7B5	0	0	0	0	0	0	0	0	0	35	0	0
Streptococcus sp. FSL W8-0197	0	0	0	0	0	0	0	0	0	53	0	0
Streptococcus sp. 1643	0	0	0	0	0	0	0	0	0	18	0	15
Lactobacillus gasseri	0	0	0	0	0	0	0	0	0	60	0	0
Limosilactobacillus oris	0	0	0	0	0	0	0	0	0	31	0	0
Weissella diestrammenae	0	0	0	0	0	0	0	0	0	10	0	0
Candidatus Enterococcus dunnyi	0	0	0	0	0	0	0	0	0	6	0	0
Bacillus sp. DX3.1	0	0	0	0	0	0	0	0	0	7	18	84
Bacillus sp. KICET-1	0	0	0	0	0	0	0	0	0	1106	0	0
Bacillus inaquosorum	0	0	0	0	0	0	0	0	0	7	0	0
Lysinibacillus macroides	0	0	0	0	0	0	0	0	0	137	0	0
Lysinibacillus pakistanensis	0	0	0	0	0	0	0	0	0	22	0	0
Neobacillus sp. DY30	0	0	0	0	0	0	0	0	0	7	0	0
Mesobacillus foraminis	0	0	0	0	0	0	0	0	0	5	0	0
Terribacillus sp. DMT04	0	0	0	0	0	0	0	0	0	11	0	0
Terribacillus aidingensis	0	0	0	0	0	0	0	0	0	9	0	0
Gracilibacillus caseinilyticus	0	0	0	0	0	0	0	0	0	9	0	0
Salicibibacter cibi	0	0	0	0	0	0	0	0	0	9	0	0
Shouchella miscanthi	0	0	0	0	0	0	0	0	0	5	0	9
Halalkalibacter krulwichiae	0	0	0	0	0	0	0	0	0	5	0	0
Pseudobacillus badius	0	0	0	0	0	0	0	0	0	5	17	18
Paenibacillus sp. FA6	0	0	0	0	0	0	0	0	0	6	0	0
Paenibacillus sp. MMS20-IR301	0	0	0	0	0	0	0	0	0	5	0	5
Paenibacillus sp. 481	0	0	0	0	0	0	0	0	0	5	0	0
Paenibacillus sp. sptzw28	0	0	0	0	0	0	0	0	0	5	0	0
Paenibacillus rhizovicinus	0	0	0	0	0	0	0	0	0	10	0	0
Paenibacillus lutimineralis	0	0	0	0	0	0	0	0	0	7	0	0
Brevibacillus aydinogluensis	0	0	0	0	0	0	0	0	0	19	0	0
Staphylococcus edaphicus	0	0	0	0	0	0	0	0	0	8	0	0
Staphylococcus lugdunensis	0	0	0	0	0	0	0	0	0	8	0	0
Sporosarcina sp. Marseille-Q4063	0	0	0	0	0	0	0	0	0	10	0	0
Sporosarcina sp. Te-1	0	0	0	0	0	0	0	0	0	6	0	0
Sporosarcina sp. A2	0	0	0	0	0	0	0	0	0	5	0	0
Sporolactobacillus sp. Y61	0	0	0	0	0	0	0	0	0	5	5	0
Coriobacterium glomerans	0	0	0	0	0	0	0	0	0	6	0	0
Xiamenia xianingshaonis	0	0	0	0	0	0	0	0	0	5	0	0
Streptomyces sp. NBC_01353	0	0	0	0	0	0	0	0	0	19	0	0
Streptomyces anulatus	0	0	0	0	0	0	0	0	0	45	0	0
Streptomyces iakyrus	0	0	0	0	0	0	0	0	0	40	0	0
Streptomyces uncialis	0	0	0	0	0	0	0	0	0	11	0	0
Streptomyces lunaelactis	0	0	0	0	0	0	0	0	0	14	0	0
Streptomyces flavofungini	0	0	0	0	0	0	0	0	0	14	0	0
Arthrobacter sp. KNU40	0	0	0	0	0	0	0	0	0	21	0	0
Rothia kristinae	0	0	0	0	0	0	0	0	0	7	0	0
Pseudarthrobacter equi	0	0	0	0	0	0	0	0	0	8	0	0
Leucobacter sp. CX169	0	0	0	0	0	0	0	0	0	7	0	0
Frigoribacterium sp. NBH87	0	0	0	0	0	0	0	0	0	7	0	0
Janibacter sp. G56	0	0	0	0	0	0	0	0	0	14	0	0
Ruania suaedae	0	0	0	0	0	0	0	0	0	10	0	0
Corynebacterium dentalis	0	0	0	0	0	0	0	0	0	14	0	0
Corynebacterium breve	0	0	0	0	0	0	0	0	0	11	0	0
Corynebacterium nuruki	0	0	0	0	0	0	0	0	0	11	0	10
Corynebacterium tuberculostearicum	0	0	0	0	0	0	0	0	0	33	0	0
Nocardia sp. CA-145437	0	0	0	0	0	0	0	0	0	13	0	0
Nocardia sp. IBHARD005	0	0	0	0	0	0	0	0	0	9	0	0
Nocardia vinacea	0	0	0	0	0	0	0	0	0	8	0	0
Rhodococcus opacus	0	0	0	0	0	0	0	0	0	22	0	0
Mycolicibacterium arabiense	0	0	0	0	0	0	0	0	0	18	0	0
Mycolicibacterium aichiense	0	0	0	0	0	0	0	0	0	12	0	0
Mycolicibacterium smegmatis	0	0	0	0	0	0	0	0	0	10	0	0
Schaalia sp. JY-X169	0	0	0	0	0	0	0	0	0	7	0	0
Actinomyces sp. oral taxon 169	0	0	0	0	0	0	0	0	0	12	0	0
Actinomyces massiliensis	0	0	0	0	0	0	0	0	0	6	6	12
Mobiluncus curtisii	0	0	0	0	0	0	0	0	0	7	9	0
Micromonospora sp. NBC_00330	0	0	0	0	0	0	0	0	0	17	0	0
Micromonospora echinospora	0	0	0	0	0	0	0	0	0	10	0	0
Micromonospora globbae	0	0	0	0	0	0	0	0	0	6	0	0
Actinoplanes sp. L3-i22	0	0	0	0	0	0	0	0	0	14	0	0
Phytohabitans flavus	0	0	0	0	0	0	0	0	0	9	0	0
Couchioplanes caeruleus	0	0	0	0	0	0	0	0	0	7	0	0
Amycolatopsis sp. FBCC-B4732	0	0	0	0	0	0	0	0	0	9	0	0
Saccharopolyspora spinosa	0	0	0	0	0	0	0	0	0	5	0	0
Saccharopolyspora sp. ID03-671	0	0	0	0	0	0	0	0	0	5	0	0
Actinomycetospora sp. CA-101289	0	0	0	0	0	0	0	0	0	5	0	0
Streptosporangium sandarakinum	0	0	0	0	0	0	0	0	0	65	0	0
Nocardiopsis gilva	0	0	0	0	0	0	0	0	0	16	0	0
Frankia casuarinae	0	0	0	0	0	0	0	0	0	6	0	0
Jatrophihabitans sp. GAS493	0	0	0	0	0	0	0	0	0	11	0	0
Nostoc punctiforme	0	0	0	0	0	0	0	0	0	5	0	0
Synechococcus sp. CBW1108	0	0	0	0	0	0	0	0	0	13	0	0
Synechococcus sp. PROS-U-1	0	0	0	0	0	0	0	0	0	12	0	0
Cyanobium usitatum	0	0	0	0	0	0	0	0	0	5	0	0
Limnospira platensis	0	0	0	0	0	0	0	0	0	8	0	0
Leptolyngbya sp. FACHB-1624	0	0	0	0	0	0	0	0	0	11	0	0
Leptothermofonsia sichuanensis	0	0	0	0	0	0	0	0	0	7	0	0
Mycoplasma sp. 888	0	0	0	0	0	0	0	0	0	8	0	0
unidentified bacterial endosymbiont	0	0	0	0	0	0	0	0	0	6	0	0
Haloterrigena turkmenica	0	0	0	0	0	0	0	0	0	5	0	0
Salinirubellus salinus	0	0	0	0	0	0	0	0	0	5	0	0
Methanogenium organophilum	0	0	0	0	0	0	0	0	0	5	0	0
